-1290, -748, -16114, -136, 51, -229
-1248, -750, -16168, -134, 64, -217
-1182, -732, -16224, -138, 69, -238
-1300, -746, -16170, -104, 66, -225
-1230, -750, -16074, -146, 63, -232
-1260, -682, -16178, -105, 64, -242
-1254, -768, -16058, -136, 62, -231
-1172, -706, -16076, -123, 37, -232
-1226, -782, -16176, -127, 49, -229
-1226, -756, -16038, -143, 44, -241
-1202, -774, -16212, -123, 64, -230
-1266, -766, -16182, -143, 51, -235
-1224, -734, -16236, -114, 51, -244
-1242, -730, -16078, -134, 54, -230
-1212, -806, -16124, -124, 60, -245
-1244, -758, -16256, -146, 58, -243
-1196, -766, -16088, -121, 53, -237
-1204, -782, -16100, -138, 57, -238
-1126, -780, -16218, -132, 69, -237
-1252, -774, -16228, -128, 56, -240
-1268, -768, -16182, -137, 63, -235
-1216, -686, -16168, -130, 43, -237
-1206, -752, -16080, -140, 42, -226
-1194, -782, -16174, -140, 43, -232
-1248, -762, -16306, -120, 35, -215
-1204, -738, -16302, -158, 59, -249
-1258, -872, -16256, -121, 60, -221
-1254, -700, -16130, -141, 61, -240
-1276, -770, -16250, -115, 67, -227
-1290, -672, -15946, -147, 49, -239
-1210, -722, -16162, -107, 40, -246
-1244, -704, -16136, -144, 48, -236
-1204, -760, -16122, -123, 30, -239
-1232, -756, -16098, -134, 48, -231
-1272, -706, -16222, -121, 47, -240
-1226, -734, -16146, -149, 61, -211
-1280, -770, -16006, -143, 45, -240
-1246, -724, -16152, -136, 67, -226
-1186, -704, -16192, -134, 45, -227
-1204, -806, -16090, -118, 54, -221
-1282, -788, -16184, -142, 48, -223
-1264, -768, -16214, -137, 60, -223
-1264, -762, -16062, -145, 56, -222
-1278, -832, -16202, -107, 54, -229
-1214, -692, -16122, -138, 44, -235
-1184, -750, -16128, -97, 34, -238
-1258, -670, -16164, -141, 73, -226
-1204, -710, -16232, -113, 66, -236
-1198, -736, -16182, -138, 57, -230
-1210, -804, -16196, -122, 55, -240
-1178, -780, -16230, -120, 60, -254
-1228, -726, -16218, -103, 51, -232
-1240, -742, -16192, -150, 54, -226
-1264, -770, -16224, -120, 53, -223
-1256, -744, -16158, -143, 57, -229
-1202, -810, -16196, -123, 57, -231
-1238, -808, -16240, -138, 46, -229
-1220, -708, -16220, -138, 35, -229
-1264, -738, -16240, -126, 52, -227
-1172, -752, -16202, -127, 47, -234
-1256, -742, -16268, -115, 56, -229
-1230, -776, -16114, -153, 48, -231
-1194, -754, -16088, -102, 45, -220
-1244, -742, -16092, -148, 52, -230
-1256, -710, -16164, -132, 49, -229
-1214, -794, -16190, -125, 34, -224
-1254, -722, -16126, -112, 60, -232
-1248, -772, -16092, -133, 57, -236
-1214, -702, -16144, -139, 55, -244
-1244, -838, -16090, -129, 44, -237
-1206, -786, -16076, -122, 59, -233
-1162, -760, -16270, -116, 63, -240
-1162, -722, -16152, -140, 57, -248
-1204, -788, -16104, -142, 65, -221
-1236, -778, -16180, -135, 61, -229
-1190, -716, -16090, -145, 58, -244
-1224, -718, -16068, -121, 79, -227
-1210, -764, -16210, -122, 46, -252
-1242, -818, -16112, -136, 70, -242
-1338, -770, -16086, -130, 58, -231
-1268, -754, -16164, -110, 63, -225
-1216, -804, -16166, -136, 39, -221
-1238, -800, -16174, -127, 39, -242
-1260, -744, -16202, -118, 62, -226
-1220, -652, -16088, -143, 57, -241
-1212, -756, -16168, -84, 40, -233
-1208, -734, -16282, -208, 53, -224
-1258, -762, -16130, -93, 34, -211
-1172, -800, -16246, -156, 40, -243
-1242, -764, -16082, -113, 82, -232
-1192, -786, -16278, -109, 49, -209
-1242, -754, -16110, -128, 31, -249
-1160, -784, -16214, -133, 72, -230
-1212, -748, -16160, -134, 51, -216
-1136, -710, -16256, -107, 52, -237
-1182, -776, -16130, -148, 55, -218
-1246, -716, -16090, -126, 72, -234
-1162, -788, -16186, -120, 52, -238
-1236, -726, -16288, -119, 43, -234
-1252, -772, -16050, -149, 46, -252
