-3964, 518, 15840, -111, 35, -223
-4098, 524, 16114, -122, 18, -233
-4072, 342, 16160, -126, 55, -247
-4092, 342, 16046, -87, 62, -226
-4066, 400, 16022, -71, 63, -212
-4028, 434, 16126, -36, 60, -233
-4092, 426, 15996, -57, 43, -225
-4140, 408, 16154, -80, 93, -231
-4062, 462, 16054, -102, 43, -247
-4114, 468, 16070, -121, 74, -217
-4108, 410, 16164, -85, 34, -227
-4066, 312, 16034, -136, 63, -228
-4130, 400, 16000, -52, 65, -232
-4176, 492, 16094, -68, 51, -236
-4082, 402, 16002, -67, 63, -235
-4130, 444, 15990, -92, 50, -231
-3998, 414, 15934, -109, 70, -231
-4130, 400, 16156, -68, 65, -230
-4042, 420, 16046, -98, 32, -251
-4094, 446, 16208, -60, 44, -238
-4038, 392, 15894, -67, 45, -227
-4020, 456, 15948, -69, 48, -223
-4060, 502, 16104, -66, 51, -244
-4038, 418, 15966, -70, 36, -231
-4028, 442, 16074, -85, 69, -243
-4044, 466, 16084, -100, 68, -232
-4034, 446, 16022, -74, 47, -224
-4076, 484, 15994, -84, 54, -220
-4046, 420, 16038, -107, 33, -236
-4026, 382, 16106, -72, 43, -245
-4090, 398, 15982, -96, 75, -235
-4094, 422, 16058, -76, 30, -226
-4012, 426, 16082, -62, 47, -234
-4028, 414, 16146, -75, 67, -241
-4052, 470, 16096, -84, 72, -223
-4044, 444, 15944, -82, 38, -236
-4064, 502, 16002, -92, 78, -226
-4168, 496, 16198, -83, 23, -250
-3940, 430, 15890, -72, 22, -240
-4182, 426, 16072, -65, 110, -231
-4006, 414, 16154, -83, -35, -232
-4054, 396, 16070, -93, 94, -234
-4144, 442, 16140, -47, 12, -243
-3980, 324, 15898, -115, 76, -230
-4138, 354, 16152, -69, 31, -239
-4076, 414, 16108, -14, 20, -239
-3982, 472, 16090, -58, 46, -221
-4090, 468, 16008, -94, 78, -236
-4066, 428, 16168, -89, 58, -241
-4072, 448, 15826, -79, 56, -251
-4114, 510, 16166, -96, 44, -231
-4068, 428, 16062, -67, 12, -231
-3998, 434, 16062, -54, 88, -222
-4052, 464, 15964, -63, 70, -231
-4024, 516, 16042, -97, 42, -220
-4104, 498, 16162, -126, 32, -250
-4002, 370, 15800, -61, 4, -242
-4082, 412, 16100, -117, 123, -225
-4132, 352, 16202, -117, -2, -258
-3900, 380, 15820, -89, 46, -245
-4152, 378, 16198, -105, 108, -241
-4070, 320, 16042, -96, -17, -246
-4058, 300, 16056, -61, 99, -205
-4154, 544, 16112, -47, 43, -239
-3972, 476, 15968, -93, 55, -229
-4122, 468, 16042, -100, 51, -237
-4176, 494, 16086, -95, 42, -248
-4108, 430, 16026, -130, 29, -223
-4154, 380, 16074, -92, 66, -224
-4142, 470, 16100, -84, 26, -232
-3996, 382, 15996, -62, 60, -247
-4140, 486, 16038, -62, 59, -231
-4046, 448, 16070, -110, 13, -229
-4024, 428, 15972, -102, 36, -237
-4048, 406, 16160, -105, 55, -233
-4060, 386, 16054, -91, 60, -231
-4096, 398, 16068, -82, 37, -226
-3986, 374, 16080, -69, 74, -222
-4072, 446, 16094, -77, 71, -238
-4126, 450, 16094, -106, 47, -234
-4040, 378, 15996, -119, 45, -233
-4100, 444, 15968, -85, 41, -250
-4020, 462, 16114, -92, 60, -226
-4142, 372, 16068, -65, 49, -231
-4090, 414, 16132, -96, 42, -223
-4076, 448, 16188, -76, 26, -234
-4082, 370, 16068, -81, 37, -227
-3994, 432, 15996, -72, 49, -247
-4068, 462, 16052, -85, 48, -216
-4012, 414, 15988, -73, 67, -244
-4016, 412, 16166, -103, 41, -234
-4018, 356, 16030, -89, 54, -240
-4046, 484, 16082, -76, 42, -231
-4030, 490, 16010, -70, 54, -223
-4024, 446, 16038, -82, 57, -227
-4064, 504, 16056, -76, 59, -236
-4176, 422, 16038, -82, 39, -223
-4064, 420, 16116, -66, 48, -231
-4122, 452, 16138, -105, 34, -228
-4074, 436, 16096, -96, 45, -235
-4048, 404, 16054, -92, 37, -226
-4008, 406, 15978, -83, 55, -234
-4022, 460, 16104, -96, 38, -232
-4062, 442, 16084, -77, 38, -240
-4042, 470, 15996, -89, 77, -225
-4010, 446, 16124, -95, 47, -233
-4086, 370, 16030, -87, 47, -231
-4078, 374, 16170, -77, 60, -224
-4050, 430, 16076, -94, 63, -219
-4074, 368, 15944, -77, 70, -234
-4032, 496, 16044, -87, 41, -230
-4030, 506, 15972, -83, 52, -249
-4036, 398, 16022, -97, 35, -233
-4064, 400, 16106, -71, 64, -223
-4074, 428, 16022, -82, 27, -240
-4106, 444, 16092, -92, 47, -225
-4066, 410, 16054, -81, 43, -202
-4158, 390, 15988, -95, 38, -230
-4104, 500, 16028, -74, 54, -228
-4034, 426, 16064, -91, 51, -240
-4056, 442, 16040, -48, 52, -224
