1709320623, 818131446, 0.6454170507192611, -0.2982225081324579, -0.04400000572204599
1709320624, 433055400, 0.644929991364479, -0.29934589922428145, -0.032000041007995694
1709320625, 32695770, 0.6427100610733032, -0.3020094892382623, -0.01700005531311044
1709320625, 658463716, 0.8570778083801269, -0.8008277451992036, 0.011999988555908114
1709320626, 247818946, 0.65215511739254, -0.47013773381710067, -0.005000090599060147
1709320626, 865694999, 0.6427725714445114, -0.29990759849548354, -0.025999999046325772
1709320627, 465000867, 0.8578837823867798, -0.8028883373737337, 0.005999946594238192
1709320628, 29588460, 0.6406381291151046, -0.30206077158451095, -0.0029999971389771396
1709320628, 649524688, 0.6412301224470138, -0.30168629795312896, -0.0070000648498536044
1709320629, 278436183, 0.47, -0.41, 1.15
1709320629, 859383344, 0.640484572649002, -0.4662847554683686, 0.06899991035461417
1709320630, 479425907, 0.47, -0.41, 1.15
1709320631, 67579030, 0.8543567073345184, -0.798080269098282, 0.020000004768371493
1709320631, 671529769, 0.47, -0.41, 1.15
1709320632, 311032295, 0.8572056603431701, -0.8034338688850404, 0.00799992084503165
1709320632, 947610855, 0.47, -0.41, 1.15
1709320633, 547116279, 0.6398981523513794, -0.3025288468599321, 0.0019999980926512784
1709320634, 161431550, 0.6015301805734634, -0.45342412948608407, 0.315999948978424
1709320634, 743454933, 0.6371897917985916, -0.30469306170940413, 0.011999988555908114
1709320635, 373422622, 0.640194149017334, -0.3035826122760774, -9.536743172944284e-08
1709320635, 990095615, 0.8557172727584839, -0.7994540071487428, 0.01599993705749503
1709320636, 571364879, 0.6418220859766006, -0.30005896449089065, -0.011000013351440519
1709320637, 181802749, 0.8550370049476623, -0.7999887502193452, 0.017999911308288485
1709320637, 780549287, 0.6527859431505203, -0.4703459998965265, -0.009000039100647061
1709320638, 426715373, 0.646113948225975, -0.29859697431325927, -0.04000005722045907
1709320639, 13091564, 0.6433602434396744, -0.3008065110445024, -0.030000066757202237
1709320639, 648211956, 0.8563975405693054, -0.800140861272812, 0.013999962806701571
1709320640, 303848981, 0.644929991364479, -0.29934589922428145, -0.032000041007995694
